ID_Cliente,Ingreso_Mensual,Tipo_Vivienda,Mora_Previa,Estado_Credito,Puntaje_Psicometrico
FT-05606,6.07,Propia,0,0,85
FT-05607,4.27,Propia,0,0,58
FT-05608,2.86,Propia,0,1,50
FT-05609,3.04,Propia,0,0,86
FT-05610,4.32,Propia,1,0,67
FT-05611,5.7,Propia,0,0,70
FT-05612,4.57,Propia,0,0,82
FT-05613,3.45,Propia,0,0,59
FT-05614,4.51,Propia,0,0,73
FT-05615,5.12,Alquilada,0,0,62
FT-05616,2.17,Propia,0,0,70
FT-05617,2.48,Alquilada,0,0,76
FT-05618,4.95,Propia,1,0,85
FT-05619,2.44,Propia,0,0,76
FT-05620,3.67,Alquilada,0,0,67
FT-05621,4.08,Alquilada,0,0,86
FT-05622,2.49,Alquilada,1,1,25
FT-05623,3.72,Propia,0,0,52
FT-05624,4.1,Propia,0,0,82
FT-05625,5.79,Propia,0,0,74
FT-05626,5.58,Alquilada,0,0,73
FT-05627,4.32,Propia,0,0,86
FT-05628,3.17,Alquilada,0,0,71
FT-05629,5.62,Propia,0,0,83
FT-05630,5.69,Propia,0,0,87
FT-05631,3.02,Propia,0,0,74
FT-05632,4.19,Alquilada,0,0,78
FT-05633,3.36,Propia,0,0,81
FT-05634,4.37,Alquilada,0,0,78
FT-05635,2.94,Propia,0,0,83
FT-05636,5.1,Propia,0,0,62
FT-05637,4.38,Propia,0,0,66
FT-05638,2.94,Alquilada,0,0,59
FT-05639,4.95,Propia,0,0,92
FT-05640,3.16,Propia,0,0,55
FT-05641,2.0,Propia,0,0,88
FT-05642,2.72,Propia,0,0,78
FT-05643,5.29,Propia,0,0,63
FT-05644,6.6,Alquilada,0,0,59
FT-05645,6.65,Alquilada,0,0,73
FT-05646,3.23,Propia,0,0,71
FT-05647,3.67,Alquilada,0,0,77
FT-05648,3.38,Alquilada,0,0,49
FT-05649,3.9,Propia,0,0,71
FT-05650,2.41,Propia,0,0,63
FT-05651,3.26,Alquilada,0,0,87
FT-05652,4.19,Propia,0,0,78
FT-05653,5.3,Propia,0,0,67
FT-05654,4.32,Propia,0,0,89
FT-05655,3.61,Propia,0,0,68
FT-05656,2.75,Propia,0,0,72
FT-05657,5.41,Alquilada,0,0,76
FT-05658,2.29,Propia,0,0,83
FT-05659,3.86,Propia,0,1,62
FT-05660,4.77,Propia,0,0,89
FT-05661,4.99,Propia,0,0,69
FT-05662,1.55,Propia,0,0,62
FT-05663,3.62,Alquilada,0,0,91
FT-05664,1.88,Alquilada,0,0,70
FT-05665,3.7,Alquilada,0,0,80
FT-05666,3.43,Propia,0,0,81
FT-05667,6.1,Propia,0,0,96
FT-05668,4.53,Propia,0,0,70
FT-05669,4.58,Propia,0,0,79
FT-05670,5.75,Propia,0,0,64
FT-05671,5.82,Propia,0,0,68
FT-05672,4.11,Propia,0,0,65
FT-05673,3.13,Propia,0,0,82
FT-05674,5.2,Propia,0,0,83
FT-05675,0.7,Alquilada,0,1,43
FT-05676,4.75,Propia,0,0,64
FT-05677,4.1,Propia,0,0,66
FT-05678,3.68,Propia,0,0,65
FT-05679,5.83,Propia,0,0,77
FT-05680,3.43,Propia,0,0,56
FT-05681,3.08,Propia,0,0,69
FT-05682,3.6,Propia,0,0,58
FT-05683,0.91,Propia,0,1,58
FT-05684,5.12,Propia,0,0,62
FT-05685,4.1,Propia,0,0,95
FT-05686,1.92,Propia,0,0,84
FT-05687,4.54,Propia,0,0,72
FT-05688,3.88,Alquilada,1,1,49
FT-05689,3.94,Propia,0,0,78
FT-05690,4.28,Propia,0,0,62
FT-05691,3.29,Alquilada,0,0,87
FT-05692,3.07,Alquilada,0,0,72
FT-05693,4.76,Propia,0,0,65
FT-05694,2.56,Propia,0,0,79
FT-05695,2.8,Propia,0,0,61
FT-05696,3.01,Propia,0,0,80
FT-05697,5.38,Alquilada,0,0,77
FT-05698,5.91,Alquilada,0,0,66
FT-05699,2.15,Alquilada,0,1,33
FT-05700,2.82,Alquilada,0,0,81
FT-05701,4.09,Propia,0,0,69
FT-05702,3.64,Propia,0,0,79
FT-05703,5.15,Propia,0,0,58
FT-05704,4.63,Propia,0,0,78
FT-05705,1.94,Alquilada,1,1,64
FT-05706,2.87,Propia,0,0,74
FT-05707,1.87,Propia,0,1,84
FT-05708,3.43,Propia,0,0,77
FT-05709,2.76,Propia,0,0,90
FT-05710,2.21,Propia,0,1,61
FT-05711,3.54,Propia,0,0,77
FT-05712,2.25,Alquilada,0,1,52
FT-05713,2.24,Propia,0,0,67
FT-05714,3.24,Alquilada,0,1,26
FT-05715,4.02,Alquilada,1,0,90
FT-05716,2.7,Propia,0,0,73
FT-05717,6.55,Propia,0,0,83
FT-05718,6.91,Propia,0,0,63
FT-05719,3.91,Propia,0,0,69
FT-05720,4.76,Propia,0,0,64
FT-05721,6.17,Propia,0,0,62
FT-05722,3.73,Propia,0,0,63
FT-05723,4.67,Propia,0,0,66
FT-05724,2.59,Propia,0,0,95
FT-05725,1.95,Propia,0,0,72
FT-05726,5.33,Propia,0,0,58
FT-05727,3.81,Alquilada,0,0,67
FT-05728,6.84,Propia,0,0,84
FT-05729,3.19,Propia,0,0,65
FT-05730,1.17,Alquilada,0,1,44
FT-05731,5.15,Propia,0,0,84
FT-05732,6.64,Alquilada,0,0,71
FT-05733,2.6,Propia,0,0,66
FT-05734,2.85,Propia,1,0,63
FT-05735,6.09,Propia,0,0,75
FT-05736,7.59,Propia,0,0,78
FT-05737,4.68,Propia,0,0,88
FT-05738,3.09,Alquilada,0,0,77
FT-05739,5.9,Propia,0,0,69
FT-05740,3.56,Propia,0,0,88
FT-05741,1.47,Propia,1,1,38
FT-05742,3.28,Alquilada,0,0,65
FT-05743,4.92,Propia,0,0,72
FT-05744,2.81,Alquilada,0,1,33
FT-05745,4.59,Alquilada,0,0,76
FT-05746,5.2,Alquilada,0,0,62
FT-05747,3.62,Propia,0,0,75
FT-05748,2.0,Alquilada,0,1,47
FT-05749,5.63,Propia,1,1,77
FT-05750,3.3,Propia,0,0,59
FT-05751,2.32,Alquilada,0,0,63
FT-05752,3.57,Propia,0,0,96
FT-05753,6.31,Alquilada,0,0,68
FT-05754,5.11,Propia,0,0,85
FT-05755,1.28,Alquilada,1,1,58
FT-05756,2.67,Propia,0,0,60
FT-05757,3.26,Propia,0,0,61
FT-05758,4.86,Alquilada,1,0,64
FT-05759,5.28,Alquilada,1,0,97
FT-05760,5.15,Propia,0,0,70
FT-05761,4.28,Propia,0,0,75
FT-05762,0.78,Alquilada,0,1,57
FT-05763,4.13,Alquilada,1,1,39
FT-05764,3.26,Propia,0,0,83
FT-05765,5.31,Propia,0,0,67
FT-05766,3.57,Propia,0,0,60
FT-05767,6.71,Alquilada,0,0,63
FT-05768,3.44,Propia,0,0,56
FT-05769,3.42,Propia,0,0,67
FT-05770,5.46,Propia,1,1,36
FT-05771,2.99,Propia,0,0,81
FT-05772,2.81,Propia,0,0,79
FT-05773,2.96,Propia,0,0,62
FT-05774,6.01,Propia,0,0,58
FT-05775,2.87,Propia,0,0,90
FT-05776,3.43,Propia,0,0,84
FT-05777,7.84,Propia,1,0,70
FT-05778,5.36,Propia,0,0,66
FT-05779,5.33,Alquilada,1,0,73
FT-05780,7.4,Propia,0,0,57
FT-05781,3.78,Propia,0,0,76
FT-05782,2.0,Propia,0,0,60
FT-05783,5.16,Alquilada,0,0,47
FT-05784,3.65,Alquilada,0,0,64
FT-05785,7.87,Propia,0,0,62
FT-05786,1.83,Propia,0,1,50
FT-05787,2.81,Propia,0,0,91
FT-05788,3.21,Propia,0,0,61
FT-05789,0.93,Alquilada,0,1,47
FT-05790,2.43,Propia,0,0,66
FT-05791,4.43,Alquilada,0,0,93
FT-05792,3.15,Alquilada,0,0,53
FT-05793,2.15,Alquilada,0,1,54
FT-05794,1.61,Alquilada,0,1,36
FT-05795,3.5,Propia,0,0,67
FT-05796,4.68,Alquilada,0,0,73
FT-05797,3.93,Alquilada,0,0,85
FT-05798,2.87,Alquilada,1,1,37
FT-05799,3.91,Propia,1,1,25
FT-05800,3.75,Propia,0,0,56
FT-05801,5.29,Propia,0,0,55
FT-05802,4.47,Alquilada,0,0,82
FT-05803,2.83,Propia,0,0,62
FT-05804,2.37,Propia,0,0,75
FT-05805,3.71,Propia,1,0,60
FT-05806,3.02,Propia,0,0,76
FT-05807,3.14,Propia,0,0,55
FT-05808,4.89,Alquilada,0,1,39
FT-05809,3.94,Propia,0,0,82
FT-05810,4.79,Propia,0,0,66
FT-05811,2.98,Propia,0,0,53
FT-05812,1.92,Propia,1,1,31
FT-05813,2.51,Propia,0,0,69
FT-05814,4.17,Propia,0,0,67
FT-05815,5.25,Alquilada,0,0,85
FT-05816,3.77,Propia,0,0,86
FT-05817,4.8,Alquilada,1,0,78
FT-05818,5.74,Propia,0,0,89
FT-05819,3.05,Propia,1,1,37
FT-05820,2.86,Propia,0,0,70
FT-05821,2.75,Alquilada,0,0,69
FT-05822,2.92,Propia,0,0,82
FT-05823,7.01,Alquilada,0,0,69
FT-05824,7.72,Alquilada,0,0,79
FT-05825,3.45,Alquilada,1,0,68
FT-05826,5.64,Propia,0,0,66
FT-05827,6.0,Propia,0,0,82
FT-05828,2.39,Propia,0,0,73
FT-05829,6.86,Propia,0,0,76
FT-05830,3.6,Propia,0,0,59
FT-05831,2.71,Alquilada,0,1,26
FT-05832,2.55,Alquilada,1,0,61
FT-05833,7.02,Propia,0,0,92
FT-05834,4.02,Propia,0,0,70
FT-05835,6.77,Propia,0,0,68
FT-05836,5.87,Propia,0,0,83
FT-05837,1.29,Alquilada,1,1,38
FT-05838,4.07,Propia,0,0,81
FT-05839,3.11,Propia,0,0,70
FT-05840,3.24,Alquilada,0,0,81
FT-05841,4.56,Propia,1,0,72
FT-05842,5.05,Alquilada,0,0,83
FT-05843,1.97,Alquilada,0,0,86
FT-05844,1.99,Propia,0,0,56
FT-05845,3.27,Alquilada,0,0,77
FT-05846,4.33,Alquilada,0,0,93
FT-05847,6.03,Propia,0,0,80
FT-05848,4.0,Propia,0,0,100
FT-05849,3.59,Alquilada,0,0,63
FT-05850,4.77,Propia,0,0,76
FT-05851,2.84,Alquilada,0,0,78
FT-05852,1.73,Alquilada,0,1,46
FT-05853,3.74,Propia,0,0,59
FT-05854,4.14,Propia,0,0,97
FT-05855,5.76,Propia,0,0,85
FT-05856,2.1,Alquilada,0,0,79
FT-05857,3.82,Propia,0,0,74
FT-05858,5.05,Propia,0,0,75
FT-05859,4.66,Propia,0,0,80
FT-05860,2.17,Propia,0,0,89
FT-05861,1.99,Alquilada,0,0,65
FT-05862,4.92,Propia,0,0,74
FT-05863,1.09,Alquilada,0,0,69
FT-05864,2.14,Propia,0,0,61
FT-05865,4.06,Propia,1,0,66
FT-05866,5.63,Alquilada,0,0,75
FT-05867,2.33,Propia,1,0,70
FT-05868,6.78,Propia,0,0,73
FT-05869,4.86,Propia,0,0,81
FT-05870,9.27,Propia,0,0,86
FT-05871,3.31,Propia,0,0,100
FT-05872,6.13,Propia,0,0,81
FT-05873,3.44,Alquilada,0,0,66
FT-05874,3.97,Alquilada,0,0,85
FT-05875,3.09,Propia,0,0,70
FT-05876,3.91,Propia,0,0,65
FT-05877,5.36,Alquilada,0,0,80
FT-05878,6.86,Propia,0,0,89
FT-05879,2.88,Propia,1,0,66
FT-05880,4.18,Propia,0,0,76
FT-05881,3.23,Propia,0,0,78
FT-05882,4.26,Propia,0,0,63
FT-05883,5.64,Propia,0,0,57
FT-05884,2.23,Alquilada,1,1,41
FT-05885,4.59,Alquilada,0,0,87
FT-05886,2.81,Propia,0,0,68
FT-05887,5.8,Alquilada,0,0,66
FT-05888,1.22,Alquilada,0,1,29
FT-05889,2.98,Alquilada,0,0,87
FT-05890,2.96,Alquilada,0,0,60
FT-05891,6.26,Propia,0,0,52
FT-05892,7.56,Propia,0,0,89
FT-05893,3.03,Propia,0,0,79
FT-05894,5.38,Alquilada,0,0,61
FT-05895,3.49,Alquilada,0,0,68
FT-05896,6.26,Propia,0,0,62
FT-05897,5.95,Alquilada,1,1,38
FT-05898,4.97,Propia,0,0,84
FT-05899,3.19,Alquilada,1,1,38
FT-05900,1.77,Propia,0,0,75
FT-05901,2.89,Propia,0,0,77
FT-05902,4.94,Propia,0,0,65
FT-05903,4.73,Alquilada,0,0,68
FT-05904,4.33,Propia,0,0,73
FT-05905,6.95,Propia,0,0,70
FT-05906,5.25,Propia,0,0,73
FT-05907,5.02,Alquilada,0,0,55
FT-05908,1.76,Alquilada,0,0,83
FT-05909,5.34,Propia,0,0,61
FT-05910,2.22,Alquilada,0,0,50
FT-05911,3.91,Alquilada,0,0,65
FT-05912,2.96,Propia,1,1,54
FT-05913,4.63,Alquilada,0,0,95
FT-05914,5.72,Propia,0,0,68
FT-05915,3.8,Propia,1,0,75
FT-05916,3.85,Alquilada,0,0,77
FT-05917,1.17,Propia,1,1,67
FT-05918,5.69,Propia,0,0,72
FT-05919,2.3,Propia,0,0,70
FT-05920,4.14,Propia,0,0,74
FT-05921,3.78,Propia,0,0,78
FT-05922,1.89,Alquilada,0,1,44
FT-05923,5.15,Propia,0,0,64
FT-05924,3.71,Alquilada,0,0,78
FT-05925,5.35,Alquilada,0,0,65
FT-05926,3.87,Alquilada,0,0,63
FT-05927,4.41,Propia,0,0,92
FT-05928,2.62,Alquilada,0,0,53
FT-05929,3.38,Propia,0,0,67
FT-05930,2.08,Alquilada,1,1,61
FT-05931,4.01,Alquilada,0,0,66
FT-05932,5.05,Propia,0,0,75
FT-05933,3.65,Propia,0,0,58
FT-05934,2.85,Propia,1,1,32
FT-05935,4.49,Alquilada,0,0,63
FT-05936,4.66,Alquilada,0,0,75
FT-05937,2.1,Propia,0,0,71
FT-05938,3.17,Propia,0,0,80
FT-05939,2.22,Propia,0,0,57
FT-05940,3.41,Propia,0,0,67
FT-05941,6.49,Alquilada,0,0,72
FT-05942,5.08,Alquilada,0,0,62
FT-05943,3.91,Alquilada,0,0,75
FT-05944,7.13,Propia,0,0,70
FT-05945,2.42,Propia,1,1,70
FT-05946,8.49,Alquilada,0,0,76
FT-05947,4.11,Propia,0,0,53
FT-05948,3.16,Propia,0,0,89
FT-05949,2.55,Alquilada,0,0,49
FT-05950,4.89,Propia,0,0,56
FT-05951,3.4,Alquilada,0,0,72
FT-05952,4.11,Propia,1,0,76
FT-05953,4.62,Propia,1,0,70
FT-05954,2.88,Alquilada,0,0,67
FT-05955,4.32,Alquilada,0,0,72
FT-05956,3.67,Alquilada,0,0,79
FT-05957,2.27,Alquilada,0,0,60
FT-05958,4.7,Alquilada,0,0,61
FT-05959,4.92,Alquilada,0,0,63
FT-05960,6.05,Propia,1,0,88
FT-05961,2.58,Alquilada,0,0,77
FT-05962,0.89,Alquilada,0,1,25
FT-05963,2.98,Propia,0,0,91
FT-05964,7.8,Alquilada,0,0,82
FT-05965,1.84,Alquilada,0,0,75
FT-05966,3.18,Propia,1,1,69
FT-05967,2.25,Alquilada,1,1,41
FT-05968,3.72,Propia,0,0,70
FT-05969,3.51,Alquilada,0,1,43
FT-05970,3.31,Propia,0,0,49
FT-05971,4.38,Propia,1,0,64
FT-05972,8.04,Alquilada,0,0,82
FT-05973,2.61,Propia,0,0,74
FT-05974,3.15,Propia,0,0,79
FT-05975,2.37,Alquilada,0,0,52
FT-05976,3.55,Propia,1,1,52
FT-05977,3.81,Propia,0,0,80
FT-05978,5.48,Propia,0,0,63
FT-05979,4.41,Propia,0,0,82
FT-05980,6.38,Alquilada,0,0,76
FT-05981,3.87,Alquilada,1,0,60
FT-05982,1.23,Propia,0,0,77
FT-05983,2.77,Propia,0,1,36
FT-05984,2.04,Propia,0,0,77
FT-05985,5.42,Propia,0,0,79
FT-05986,3.87,Alquilada,0,0,54
FT-05987,3.1,Alquilada,0,0,98
FT-05988,2.52,Propia,0,1,44
FT-05989,3.26,Alquilada,0,0,89
FT-05990,3.81,Alquilada,1,0,74
FT-05991,7.22,Propia,0,0,69
FT-05992,3.7,Propia,0,0,69
FT-05993,4.23,Alquilada,0,0,82
FT-05994,3.77,Propia,0,0,85
FT-05995,4.23,Propia,0,0,66
FT-05996,4.14,Propia,1,0,73
FT-05997,3.9,Alquilada,0,0,87
FT-05998,3.06,Propia,0,0,72
FT-05999,4.95,Propia,0,0,74
FT-06000,2.61,Alquilada,0,0,88
FT-06001,4.63,Propia,0,0,86
FT-06002,4.98,Propia,0,0,82
FT-06003,1.88,Alquilada,0,0,61
FT-06004,2.52,Propia,0,0,61
FT-06005,1.98,Alquilada,0,0,65
FT-06006,2.38,Alquilada,1,1,53
FT-06007,3.22,Propia,0,0,75
FT-06008,5.84,Alquilada,0,0,72
FT-06009,3.46,Propia,0,0,71
FT-06010,2.69,Propia,0,0,70
FT-06011,3.01,Alquilada,1,0,63
FT-06012,4.12,Propia,0,0,68
FT-06013,3.24,Alquilada,0,1,53
FT-06014,3.94,Alquilada,0,0,81
FT-06015,5.35,Propia,0,0,73
FT-06016,3.67,Propia,0,0,56
FT-06017,3.81,Propia,0,0,62
FT-06018,2.94,Propia,1,0,73
FT-06019,2.83,Propia,0,0,88
FT-06020,5.08,Propia,0,0,76
FT-06021,2.61,Propia,1,0,75
FT-06022,3.46,Propia,0,0,85
FT-06023,5.17,Propia,0,0,62
FT-06024,2.11,Propia,0,0,88
FT-06025,6.01,Alquilada,0,0,69
FT-06026,2.7,Propia,0,0,86
FT-06027,6.02,Alquilada,1,0,91
FT-06028,2.61,Propia,0,0,63
FT-06029,5.08,Alquilada,0,0,73
FT-06030,3.18,Alquilada,0,0,82
FT-06031,7.33,Alquilada,0,0,70
FT-06032,3.58,Propia,0,0,70
FT-06033,2.49,Alquilada,0,0,69
FT-06034,4.64,Alquilada,0,0,53
FT-06035,3.31,Propia,0,0,85
FT-06036,4.8,Propia,0,0,62
FT-06037,5.99,Propia,1,0,48
FT-06038,5.13,Propia,0,0,85
FT-06039,2.07,Propia,0,0,78
FT-06040,2.59,Propia,1,0,59
FT-06041,4.27,Propia,0,0,85
FT-06042,4.43,Propia,0,0,80
FT-06043,1.44,Alquilada,0,0,73
FT-06044,2.4,Propia,0,0,69
FT-06045,2.68,Propia,0,0,72
FT-06046,6.15,Propia,0,0,75
FT-06047,3.06,Propia,0,0,64
FT-06048,4.95,Propia,0,0,85
FT-06049,5.68,Propia,0,0,79
FT-06050,3.24,Alquilada,1,1,86
FT-06051,3.77,Alquilada,0,0,92
FT-06052,2.27,Alquilada,1,1,34
FT-06053,2.06,Propia,0,0,90
FT-06054,3.51,Propia,0,0,76
FT-06055,5.89,Alquilada,1,0,81
FT-06056,4.39,Alquilada,0,0,69
FT-06057,4.4,Propia,0,0,52
FT-06058,5.36,Propia,0,0,78
FT-06059,3.17,Propia,0,0,60
FT-06060,2.65,Alquilada,0,0,66
FT-06061,4.3,Propia,0,0,74
FT-06062,3.25,Alquilada,0,0,66
FT-06063,3.18,Alquilada,0,0,73
FT-06064,2.62,Alquilada,0,0,75
FT-06065,4.62,Alquilada,0,0,57
FT-06066,3.62,Propia,0,0,76
FT-06067,2.64,Propia,0,0,66
FT-06068,5.47,Propia,0,0,61
FT-06069,3.44,Propia,0,0,51
FT-06070,4.66,Propia,0,0,56
FT-06071,3.3,Alquilada,1,1,59
FT-06072,5.44,Propia,0,0,73
FT-06073,6.41,Alquilada,0,0,79
FT-06074,5.4,Propia,0,0,92
FT-06075,3.52,Propia,0,0,88
FT-06076,2.88,Propia,0,0,84
FT-06077,3.46,Alquilada,0,0,86
FT-06078,3.54,Alquilada,1,0,75
FT-06079,5.97,Propia,0,0,75
FT-06080,3.28,Propia,1,0,90
FT-06081,2.41,Propia,0,0,75
FT-06082,3.7,Propia,0,1,52
FT-06083,3.97,Propia,0,0,86
FT-06084,2.93,Alquilada,0,0,70
FT-06085,3.38,Alquilada,0,0,72
FT-06086,6.48,Alquilada,0,0,58
FT-06087,4.61,Alquilada,0,0,68
FT-06088,3.47,Alquilada,0,0,69
FT-06089,2.92,Propia,0,0,70
FT-06090,7.67,Propia,0,0,82
FT-06091,6.96,Propia,0,0,62
FT-06092,5.28,Propia,0,0,89
FT-06093,3.6,Alquilada,0,0,50
FT-06094,2.87,Propia,0,0,80
FT-06095,2.91,Propia,0,0,82
FT-06096,3.59,Propia,0,0,81
FT-06097,3.28,Propia,0,0,85
FT-06098,3.87,Propia,0,0,71
FT-06099,3.81,Propia,0,0,87
FT-06100,2.72,Propia,0,0,65
FT-06101,2.75,Propia,0,0,66
FT-06102,3.49,Propia,0,0,96
FT-06103,3.77,Alquilada,0,0,75
FT-06104,3.12,Propia,1,1,18
FT-06105,4.3,Propia,0,0,78
FT-06106,4.25,Propia,1,0,81
FT-06107,4.36,Propia,0,0,51
FT-06108,5.74,Propia,1,0,77
FT-06109,12.2,Propia,0,0,73
FT-06110,2.77,Alquilada,0,1,57
FT-06111,2.56,Alquilada,0,1,44
FT-06112,2.29,Propia,0,0,86
FT-06113,2.93,Alquilada,0,1,46
FT-06114,2.62,Propia,0,0,68
FT-06115,4.9,Propia,0,0,56
FT-06116,5.39,Propia,1,0,61
FT-06117,2.41,Propia,0,0,73
FT-06118,2.1,Alquilada,1,1,59
FT-06119,4.4,Propia,0,0,73
FT-06120,5.16,Propia,0,0,59
FT-06121,5.92,Propia,0,0,50
FT-06122,4.95,Propia,0,0,80
FT-06123,2.25,Alquilada,0,0,66
FT-06124,1.9,Alquilada,0,1,41
FT-06125,2.36,Propia,0,0,85
FT-06126,1.82,Propia,0,0,72
FT-06127,2.56,Alquilada,0,0,70
FT-06128,3.47,Propia,0,0,75
FT-06129,7.24,Propia,0,0,89
FT-06130,3.85,Propia,0,0,76
FT-06131,4.41,Propia,0,0,49
FT-06132,3.22,Propia,0,0,64
FT-06133,3.62,Alquilada,1,0,70
FT-06134,3.99,Alquilada,0,0,82
FT-06135,3.55,Propia,0,0,59
FT-06136,4.73,Alquilada,0,0,75
FT-06137,3.1,Alquilada,0,0,72
FT-06138,0.66,Alquilada,1,1,40
FT-06139,2.12,Propia,0,0,62
FT-06140,5.24,Alquilada,0,0,75
FT-06141,1.48,Alquilada,0,0,90
FT-06142,3.59,Propia,0,0,83
FT-06143,2.59,Alquilada,1,0,80
FT-06144,4.79,Propia,0,0,70
FT-06145,3.89,Propia,0,0,75
FT-06146,3.93,Propia,0,0,72
FT-06147,4.04,Propia,0,0,82
FT-06148,4.0,Propia,0,0,79
FT-06149,2.29,Propia,0,0,66
FT-06150,1.33,Alquilada,1,1,28
FT-06151,2.83,Propia,0,0,86
FT-06152,3.01,Propia,0,0,63
FT-06153,4.02,Propia,0,0,69
FT-06154,5.25,Propia,0,0,71
FT-06155,5.19,Propia,0,0,82
FT-06156,4.26,Propia,0,0,64
FT-06157,3.36,Propia,0,0,66
FT-06158,3.93,Propia,0,0,83
FT-06159,4.96,Propia,0,0,79
FT-06160,3.01,Propia,0,0,52
FT-06161,3.87,Alquilada,0,0,80
FT-06162,3.21,Propia,0,0,57
FT-06163,2.99,Alquilada,0,0,66
FT-06164,3.79,Propia,0,0,69
FT-06165,3.36,Propia,0,0,68
FT-06166,4.29,Propia,0,0,66
FT-06167,3.38,Alquilada,0,0,62
FT-06168,0.87,Alquilada,1,1,59
FT-06169,2.29,Propia,0,0,55
FT-06170,5.04,Propia,0,0,67
FT-06171,5.07,Alquilada,0,0,82
FT-06172,2.83,Propia,0,0,77
FT-06173,2.92,Propia,0,0,58
FT-06174,4.09,Propia,0,0,52
FT-06175,3.25,Propia,0,0,61
FT-06176,4.24,Propia,0,0,49
FT-06177,6.08,Alquilada,0,0,74
FT-06178,2.88,Propia,0,0,68
FT-06179,5.17,Propia,0,0,69
FT-06180,2.71,Alquilada,0,0,79
FT-06181,3.01,Propia,0,0,83
FT-06182,4.1,Alquilada,0,0,76
FT-06183,4.71,Propia,0,0,71
FT-06184,2.01,Alquilada,0,1,54
FT-06185,6.74,Propia,0,0,69
FT-06186,3.49,Alquilada,0,0,75
FT-06187,3.86,Alquilada,0,0,83
FT-06188,4.32,Propia,0,0,58
FT-06189,3.8,Alquilada,0,0,61
FT-06190,3.47,Propia,0,0,73
FT-06191,3.18,Propia,0,0,50
FT-06192,4.73,Alquilada,0,0,76
FT-06193,6.03,Propia,0,0,85
FT-06194,1.95,Alquilada,0,1,27
FT-06195,3.57,Alquilada,0,0,74
FT-06196,2.21,Propia,0,0,82
FT-06197,4.64,Propia,0,0,73
FT-06198,2.98,Alquilada,0,0,91
FT-06199,5.74,Propia,0,0,68
FT-06200,3.67,Propia,0,0,77
FT-06201,4.66,Alquilada,0,0,80
FT-06202,2.86,Propia,0,0,77
FT-06203,2.36,Alquilada,0,1,36
FT-06204,4.03,Propia,0,0,58
FT-06205,4.41,Alquilada,0,0,84
FT-06206,1.61,Propia,0,1,48
FT-06207,1.52,Propia,0,0,74
FT-06208,5.56,Propia,0,0,83
FT-06209,4.32,Alquilada,0,0,82
FT-06210,5.93,Alquilada,0,0,77
FT-06211,2.31,Propia,0,0,80
FT-06212,4.06,Propia,0,0,67
FT-06213,3.62,Propia,0,0,79
FT-06214,6.79,Alquilada,0,0,56
FT-06215,4.77,Alquilada,0,0,73
FT-06216,3.82,Propia,0,0,81
FT-06217,4.67,Propia,0,0,65
FT-06218,3.32,Propia,0,0,75
FT-06219,4.47,Alquilada,0,0,76
FT-06220,8.12,Propia,0,0,63
FT-06221,3.17,Alquilada,0,0,85
FT-06222,4.03,Propia,0,0,77
FT-06223,2.94,Alquilada,0,0,55
FT-06224,2.77,Propia,0,0,74
FT-06225,5.19,Propia,0,0,89
FT-06226,2.55,Alquilada,0,0,73
FT-06227,4.45,Propia,0,0,66
FT-06228,2.82,Alquilada,1,1,47
FT-06229,3.37,Propia,0,0,71
FT-06230,5.86,Propia,0,0,60
FT-06231,5.68,Alquilada,0,0,88
FT-06232,1.95,Alquilada,0,1,74
FT-06233,2.41,Alquilada,0,0,85
FT-06234,4.56,Propia,0,0,56
FT-06235,3.78,Propia,0,0,74
FT-06236,4.12,Alquilada,0,0,85
FT-06237,4.55,Alquilada,0,0,63
FT-06238,2.26,Propia,0,0,72
FT-06239,3.3,Propia,0,0,61
FT-06240,2.82,Alquilada,0,1,65
FT-06241,1.71,Alquilada,0,1,30
FT-06242,4.65,Alquilada,0,0,72
FT-06243,4.04,Propia,0,0,61
FT-06244,4.61,Propia,0,0,90
FT-06245,5.63,Propia,0,0,74
FT-06246,1.86,Propia,0,0,82
FT-06247,4.96,Propia,0,0,77
FT-06248,3.8,Propia,0,0,63
FT-06249,5.26,Propia,0,0,55
FT-06250,3.41,Alquilada,0,0,71
FT-06251,3.36,Propia,0,0,85
FT-06252,2.51,Propia,0,0,51
FT-06253,3.83,Alquilada,0,0,94
FT-06254,2.46,Propia,0,0,82
FT-06255,3.72,Alquilada,0,0,75
FT-06256,4.11,Propia,0,0,72
FT-06257,3.02,Propia,0,0,82
FT-06258,2.17,Propia,0,0,60
FT-06259,1.98,Alquilada,0,0,78
FT-06260,2.73,Propia,0,0,76
FT-06261,1.93,Propia,0,0,93
FT-06262,4.08,Alquilada,0,0,69
FT-06263,8.2,Alquilada,0,0,73
FT-06264,7.82,Propia,0,1,63
FT-06265,8.93,Propia,0,0,67
FT-06266,4.02,Propia,0,0,89
FT-06267,1.6,Alquilada,0,1,33
FT-06268,2.22,Propia,0,0,56
FT-06269,4.14,Propia,0,0,76
FT-06270,3.23,Alquilada,0,0,65
FT-06271,6.39,Propia,0,0,76
FT-06272,3.02,Propia,1,1,46
FT-06273,3.25,Propia,0,0,75
FT-06274,2.89,Propia,0,0,73
FT-06275,4.37,Propia,0,0,50
FT-06276,1.59,Propia,0,0,79
FT-06277,6.32,Propia,0,0,75
FT-06278,4.31,Propia,0,0,94
